fill date,Site,date of deployment,date of retrieval,numDaysField,initialMass,dryMass,Source_Cond,Site_Cond,Batch,Batch1
11/10/2018,10,23/10/2018,18/6/2019,238,6.03,3.95,dry,wet,D5,W5
11/10/2018,405,16/10/2018,18/6/2019,245,6.03,0.89,dry,dry,D5,D5
12/10/2018,405,16/10/2018,18/6/2019,245,6.4,1.34,wet,dry,W5,D5
10/6/2019,6,11/6/2019,11/6/2019,0,6.11,5.42,dry,wet,D9,D9
10/6/2019,408,11/6/2019,11/6/2019,0,6.09,5.47,dry,dry,D9,D9
10/6/2019,213,11/6/2019,11/6/2019,0,6.17,5.57,dry,dry,D9,D9
10/6/2019,408,11/6/2019,11/6/2019,0,6.03,5.4,wet,dry,D9,D9
10/6/2019,213,11/6/2019,11/6/2019,0,6.01,5.41,wet,dry,D9,D9
10/6/2019,6,11/6/2019,11/6/2019,0,6,5.29,wet,wet,D9,D9
10/6/2019,405,18/6/2019,18/6/2019,0,6.11,5.5,dry,dry,D9,D9
10/6/2019,10,18/6/2019,18/6/2019,0,6.14,5.52,dry,wet,D9,D9
10/6/2019,3,18/6/2019,18/6/2019,0,6.25,5.6,dry,wet,D9,D9
10/6/2019,3,18/6/2019,18/6/2019,0,6.03,5.36,wet,wet,D9,D9
10/6/2019,10,18/6/2019,18/6/2019,0,6,5.38,wet,wet,D9,D9
10/6/2019,405,18/6/2019,18/6/2019,0,6,5.36,wet,dry,D9,D9
10/6/2019,1,18/6/2019,18/2/2020,245,6.07,1.44,dry,dry,D9,#N/A
10/6/2019,1,18/6/2019,18/2/2020,245,6.17,1.94,dry,dry,D9,#N/A
10/6/2019,1,18/6/2019,18/2/2020,245,6.02,2,wet,dry,D9,#N/A
10/6/2019,1,18/6/2019,18/2/2020,245,6,1.21,wet,dry,D9,#N/A
10/6/2019,3,18/6/2019,18/2/2020,245,6.11,3.74,dry,wet,D9,D9
10/6/2019,3,18/6/2019,18/2/2020,245,6.24,4.24,dry,wet,D9,D9
10/6/2019,3,18/6/2019,18/2/2020,245,6,4.17,wet,wet,D9,D9
10/6/2019,3,18/6/2019,18/2/2020,245,6,2.66,wet,wet,D9,D9
10/6/2019,4,18/6/2019,18/2/2020,245,6.07,2.76,dry,wet,D9,#N/A
10/6/2019,4,18/6/2019,18/2/2020,245,6.15,2.9,dry,wet,D9,#N/A
10/6/2019,4,18/6/2019,18/2/2020,245,6.04,3.48,wet,wet,D9,#N/A
10/6/2019,4,18/6/2019,18/2/2020,245,6,4.17,wet,wet,D9,#N/A
10/6/2019,6,11/6/2019,20/2/2020,254,6.09,2.4,dry,wet,D9,D9
10/6/2019,6,11/6/2019,20/2/2020,254,6.17,3.65,dry,wet,D9,D9
10/6/2019,6,11/6/2019,20/2/2020,254,6.03,2.76,wet,wet,D9,D9
10/6/2019,6,11/6/2019,20/2/2020,254,6.01,3.63,wet,wet,D9,D9
10/6/2019,9,11/6/2019,11/2/2020,245,6.16,2.82,dry,wet,D9,#N/A
10/6/2019,9,11/6/2019,11/2/2020,245,6.16,3.93,dry,wet,D9,#N/A
10/6/2019,9,11/6/2019,11/2/2020,245,6.03,2.96,wet,wet,D9,#N/A
10/6/2019,9,11/6/2019,11/2/2020,245,6,3.26,wet,wet,D9,#N/A
10/6/2019,10,18/6/2019,18/2/2020,245,6.06,1.75,dry,wet,D9,D9
10/6/2019,10,18/6/2019,18/2/2020,245,6.16,2.38,dry,wet,D9,D9
10/6/2019,10,18/6/2019,18/2/2020,245,6.05,2.79,wet,wet,D9,D9
10/6/2019,10,18/6/2019,18/2/2020,245,6,2.76,wet,wet,D9,D9
10/6/2019,107,11/6/2019,20/2/2020,254,6.1,0.71,dry,dry,D9,#N/A
10/6/2019,107,11/6/2019,20/2/2020,254,6.12,0.79,dry,dry,D9,#N/A
10/6/2019,107,11/6/2019,20/2/2020,254,6.02,1.01,wet,dry,D9,#N/A
10/6/2019,107,11/6/2019,20/2/2020,254,6.05,0.78,wet,dry,D9,#N/A
10/6/2019,213,11/6/2019,20/2/2020,254,6.04,2.09,dry,dry,D9,D9
10/6/2019,213,11/6/2019,20/2/2020,254,6.11,NA,dry,dry,D9,D9
10/6/2019,213,11/6/2019,20/2/2020,254,6,1.28,wet,dry,D9,D9
10/6/2019,213,11/6/2019,20/2/2020,254,6.01,0.43,wet,dry,D9,D9
10/6/2019,405,18/6/2019,18/2/2020,245,6.16,1.23,dry,dry,D9,D9
10/6/2019,405,18/6/2019,18/2/2020,245,6.33,0.85,dry,dry,D9,D9
10/6/2019,405,18/6/2019,18/2/2020,245,6.04,0.93,wet,dry,D9,D9
10/6/2019,405,18/6/2019,18/2/2020,245,6.03,2.02,wet,dry,D9,D9
10/6/2019,408,11/6/2019,20/2/2020,254,6.14,1.42,dry,dry,D9,D9
10/6/2019,408,11/6/2019,20/2/2020,254,6.26,1.28,dry,dry,D9,D9
10/6/2019,408,11/6/2019,20/2/2020,254,6.03,1.76,wet,dry,D9,D9
10/6/2019,408,11/6/2019,20/2/2020,254,6.02,1.87,wet,dry,D9,D9
